Jahr,KW,Datum,SKU,POS_ID,Warengruppe,Preis,EK,VK_UVP,Verkäufe,Lagerbestand,Deckungsbeitrag,RW,Kalenderwoche,Monat,Saison
2024,11,2024-03-11,TSHIRT026,POS001,T-Shirts,37.4,19.83,37.86,24,30,421.68,1.2,4,January,Winter
2024,11,2024-03-11,TSHIRT027,POS001,T-Shirts,23.68,16.03,30.67,15,36,114.75,2.25,15,April,Frühjahr
2024,11,2024-03-11,TSHIRT028,POS001,T-Shirts,24.64,13.19,24.88,10,28,114.5,2.55,6,February,Winter
2024,11,2024-03-11,TSHIRT029,POS001,T-Shirts,21.45,15.14,28.39,21,44,132.51,2.0,49,December,Winter
2024,11,2024-03-11,TSHIRT030,POS001,T-Shirts,15.1,12.13,18.25,20,26,59.4,1.24,30,July,Winter
2024,11,2024-03-11,TSHIRT031,POS001,T-Shirts,33.34,19.68,39.04,14,15,191.24,1.0,38,September,Herbst
2024,11,2024-03-11,TSHIRT032,POS001,T-Shirts,20.27,13.8,21.04,19,31,122.93,1.55,2,January,Winter
2024,11,2024-03-11,TSHIRT033,POS001,T-Shirts,13.3,10.0,17.65,3,12,9.9,3.0,15,April,Frühjahr
2024,11,2024-03-11,TSHIRT034,POS001,T-Shirts,20.2,15.29,24.25,3,14,14.73,3.5,11,March,Winter
2024,11,2024-03-11,TSHIRT035,POS001,T-Shirts,18.18,14.1,25.66,6,23,24.48,3.29,8,February,Winter
2024,11,2024-03-11,TSHIRT036,POS001,T-Shirts,17.62,11.78,23.2,12,40,70.08,3.08,26,June,Winter
2024,11,2024-03-11,TSHIRT037,POS001,T-Shirts,17.74,10.98,18.38,19,27,128.44,1.35,45,November,Herbst
2024,11,2024-03-11,TSHIRT038,POS001,T-Shirts,26.46,14.37,28.55,14,46,169.26,3.07,44,October,Winter
2024,11,2024-03-11,TSHIRT039,POS001,T-Shirts,20.6,14.39,28.29,2,35,12.42,11.67,5,January,Winter
2024,11,2024-03-11,TSHIRT040,POS001,T-Shirts,19.07,13.18,20.8,19,21,111.91,1.05,6,February,Winter
2024,11,2024-03-11,TSHIRT041,POS001,T-Shirts,22.07,15.06,25.47,7,9,49.07,1.12,26,June,Winter
2024,11,2024-03-11,TSHIRT042,POS001,T-Shirts,24.84,17.93,27.92,22,62,152.02,2.7,4,January,Winter
2024,11,2024-03-11,TSHIRT043,POS001,T-Shirts,18.83,12.59,20.84,18,40,112.32,2.11,19,May,Winter
2024,11,2024-03-11,TSHIRT044,POS001,T-Shirts,25.62,13.36,26.07,4,43,49.04,8.6,20,May,Winter
2024,11,2024-03-11,TSHIRT045,POS001,T-Shirts,25.53,16.34,31.47,3,34,27.57,8.5,33,August,Sommer
2024,11,2024-03-11,TSHIRT046,POS001,T-Shirts,20.88,13.72,21.92,20,22,143.2,1.05,20,May,Winter
2024,11,2024-03-11,TSHIRT047,POS001,T-Shirts,18.96,11.98,22.75,8,10,55.84,1.11,49,December,Winter
2024,11,2024-03-11,TSHIRT048,POS001,T-Shirts,15.72,11.28,17.69,3,13,13.32,3.25,12,March,Winter
2024,11,2024-03-11,TSHIRT049,POS001,T-Shirts,36.96,19.92,38.83,5,38,85.2,6.33,47,November,Herbst
2024,11,2024-03-11,TSHIRT050,POS001,T-Shirts,23.03,12.89,23.67,21,37,212.94,1.68,1,December,Winter
2024,11,2024-03-11,TSHIRT051,POS001,T-Shirts,15.34,10.23,18.48,11,26,56.21,2.17,26,June,Winter
2024,11,2024-03-11,TSHIRT052,POS001,T-Shirts,20.41,16.41,24.99,22,58,88.0,2.52,14,March,Winter
2024,11,2024-03-11,TSHIRT053,POS001,T-Shirts,22.76,17.94,27.35,15,19,72.3,1.19,38,September,Herbst
2024,11,2024-03-11,TSHIRT054,POS001,T-Shirts,18.62,12.48,20.34,12,30,73.68,2.31,37,September,Herbst
2024,11,2024-03-11,TSHIRT055,POS001,T-Shirts,17.78,10.79,18.39,13,25,90.87,1.79,11,March,Winter
2024,11,2024-03-11,TSHIRT056,POS001,T-Shirts,31.38,16.91,32.25,17,54,245.99,3.0,36,September,Herbst
2024,11,2024-03-11,TSHIRT057,POS001,T-Shirts,17.96,15.03,23.26,4,4,11.72,0.8,13,March,Winter
2024,11,2024-03-11,TSHIRT058,POS001,T-Shirts,25.35,15.2,26.24,25,33,253.75,1.27,43,October,Winter
2024,11,2024-03-11,TSHIRT059,POS001,T-Shirts,25.54,13.9,25.76,2,41,23.28,13.67,3,January,Winter
2024,11,2024-03-11,TSHIRT060,POS001,T-Shirts,20.56,15.98,26.82,14,48,64.12,3.2,33,August,Sommer
2024,11,2024-03-11,TSHIRT061,POS001,T-Shirts,16.49,12.86,19.95,23,33,83.49,1.38,6,February,Winter
2024,11,2024-03-11,TSHIRT062,POS001,T-Shirts,17.72,15.35,25.25,1,4,2.37,2.0,50,December,Winter
2024,11,2024-03-11,TSHIRT063,POS001,T-Shirts,34.11,19.4,36.01,21,55,308.91,2.5,10,March,Winter
2024,11,2024-03-11,TSHIRT064,POS001,T-Shirts,25.09,17.72,34.64,17,33,125.29,1.83,5,January,Winter
2024,11,2024-03-11,TSHIRT065,POS001,T-Shirts,18.07,10.99,19.81,1,19,7.08,9.5,23,June,Winter
2024,11,2024-03-11,TSHIRT066,POS001,T-Shirts,15.86,12.13,20.25,8,16,29.84,1.78,10,March,Winter
2024,11,2024-03-11,TSHIRT067,POS001,T-Shirts,21.63,13.15,23.0,5,13,42.4,2.17,44,October,Winter
2024,11,2024-03-11,TSHIRT068,POS001,T-Shirts,31.24,19.53,37.04,23,39,269.33,1.62,2,January,Winter
2024,11,2024-03-11,TSHIRT069,POS001,T-Shirts,21.03,15.31,28.09,23,29,131.56,1.21,13,March,Winter
2024,11,2024-03-11,TSHIRT070,POS001,T-Shirts,19.43,14.66,22.29,17,25,81.09,1.39,40,September,Herbst
2024,11,2024-03-11,TSHIRT071,POS001,T-Shirts,19.62,12.96,21.02,1,3,6.66,1.5,2,January,Winter
2024,11,2024-03-11,TSHIRT072,POS001,T-Shirts,23.76,13.46,25.63,10,46,103.0,4.18,20,May,Winter
2024,11,2024-03-11,TSHIRT073,POS001,T-Shirts,21.79,12.56,23.06,7,33,64.61,4.12,1,December,Winter
2024,11,2024-03-11,TSHIRT074,POS001,T-Shirts,24.35,17.87,28.73,19,38,123.12,1.9,37,September,Herbst
2024,11,2024-03-11,TSHIRT075,POS001,T-Shirts,30.13,16.86,33.48,3,23,39.81,5.75,9,February,Winter
2024,11,2024-03-11,TSHIRT076,POS001,T-Shirts,22.06,15.5,30.79,17,18,111.52,1.0,17,April,Frühjahr
2024,11,2024-03-11,TSHIRT077,POS001,T-Shirts,21.49,14.62,24.86,19,28,130.53,1.4,9,February,Winter
2024,11,2024-03-11,TSHIRT078,POS001,T-Shirts,18.36,12.68,23.88,4,12,22.72,2.4,11,March,Winter
2024,11,2024-03-11,TSHIRT079,POS001,T-Shirts,17.06,12.16,22.82,19,29,93.1,1.45,15,April,Frühjahr
2024,11,2024-03-11,TSHIRT080,POS001,T-Shirts,25.37,18.99,35.78,0,6,0.0,6.0,24,June,Winter
2024,11,2024-03-11,TSHIRT081,POS001,T-Shirts,21.32,16.22,26.03,25,50,127.5,1.92,38,September,Herbst
2024,11,2024-03-11,TSHIRT082,POS001,T-Shirts,17.91,10.66,20.94,22,34,159.5,1.48,35,August,Sommer
2024,11,2024-03-11,TSHIRT083,POS001,T-Shirts,18.81,10.7,19.28,8,42,64.88,4.67,30,July,Winter
2024,11,2024-03-11,TSHIRT084,POS001,T-Shirts,25.73,19.42,34.96,3,4,18.93,1.0,31,July,Winter
2024,11,2024-03-11,TSHIRT085,POS001,T-Shirts,17.57,13.69,22.64,6,11,23.28,1.57,49,December,Winter
2024,11,2024-03-11,TSHIRT086,POS001,T-Shirts,21.8,15.44,26.85,12,36,76.32,2.77,5,January,Winter
2024,11,2024-03-11,TSHIRT087,POS001,T-Shirts,18.37,14.25,22.19,11,45,45.32,3.75,44,October,Winter
2024,11,2024-03-11,TSHIRT088,POS001,T-Shirts,20.08,12.3,22.01,14,37,108.92,2.47,50,December,Winter
2024,11,2024-03-11,TSHIRT089,POS001,T-Shirts,21.09,15.97,24.54,6,10,30.72,1.43,14,March,Winter
2024,11,2024-03-11,TSHIRT090,POS001,T-Shirts,20.92,16.19,27.97,9,34,42.57,3.4,11,March,Winter
2024,11,2024-03-11,TSHIRT091,POS001,T-Shirts,22.65,15.85,27.11,16,25,108.8,1.47,9,February,Winter
2024,11,2024-03-11,TSHIRT092,POS001,T-Shirts,18.09,10.69,18.93,25,56,185.0,2.15,34,August,Sommer
2024,11,2024-03-11,TSHIRT093,POS001,T-Shirts,26.34,15.24,30.27,5,32,55.5,5.33,12,March,Winter
2024,11,2024-03-11,TSHIRT094,POS001,T-Shirts,19.72,14.03,27.07,21,21,119.49,0.95,35,August,Sommer
2024,11,2024-03-11,TSHIRT095,POS001,T-Shirts,18.57,13.52,22.69,24,62,121.2,2.48,35,August,Sommer
2024,11,2024-03-11,TSHIRT096,POS001,T-Shirts,15.79,11.94,20.05,17,17,65.45,0.94,1,December,Winter
2024,11,2024-03-11,TSHIRT097,POS001,T-Shirts,17.42,11.58,21.26,14,25,81.76,1.67,40,September,Herbst
2024,11,2024-03-11,TSHIRT098,POS001,T-Shirts,31.77,17.03,31.89,23,50,339.02,2.08,22,May,Winter
2024,11,2024-03-11,TSHIRT099,POS001,T-Shirts,20.42,15.78,26.88,11,21,51.04,1.75,29,July,Winter
2024,11,2024-03-11,TSHIRT100,POS001,T-Shirts,20.16,14.23,24.21,14,48,83.02,3.2,8,February,Winter
2024,12,2024-03-18,TSHIRT001,POS001,T-Shirts,29.42,18.52,29.51,25,61,272.5,2.35,11,March,Winter
2024,12,2024-03-18,TSHIRT002,POS001,T-Shirts,32.37,17.08,32.9,21,44,321.09,2.0,41,October,Winter
2024,12,2024-03-18,TSHIRT003,POS001,T-Shirts,19.84,13.87,21.17,21,53,125.37,2.41,37,September,Herbst
2024,12,2024-03-18,TSHIRT004,POS001,T-Shirts,14.56,10.16,15.5,21,22,92.4,1.0,14,March,Winter
2024,12,2024-03-18,TSHIRT005,POS001,T-Shirts,16.94,11.54,19.89,8,10,43.2,1.11,30,July,Winter
2024,12,2024-03-18,TSHIRT006,POS001,T-Shirts,25.94,15.46,27.97,14,54,146.72,3.6,35,August,Sommer
2024,12,2024-03-18,TSHIRT007,POS001,T-Shirts,17.45,11.45,21.52,24,28,144.0,1.12,21,May,Winter
2024,12,2024-03-18,TSHIRT008,POS001,T-Shirts,15.88,11.24,18.38,18,46,83.52,2.42,37,September,Herbst
2024,12,2024-03-18,TSHIRT009,POS001,T-Shirts,23.27,15.96,26.97,13,15,95.03,1.07,5,January,Winter
2024,12,2024-03-18,TSHIRT010,POS001,T-Shirts,24.6,19.01,34.37,25,40,139.75,1.54,19,May,Winter
2024,12,2024-03-18,TSHIRT011,POS001,T-Shirts,27.8,15.94,29.84,17,36,201.62,2.0,14,March,Winter
2024,12,2024-03-18,TSHIRT012,POS001,T-Shirts,24.4,14.47,27.5,25,64,248.25,2.46,26,June,Winter
2024,12,2024-03-18,TSHIRT013,POS001,T-Shirts,28.47,18.17,35.84,2,5,20.6,1.67,4,January,Winter
2024,12,2024-03-18,TSHIRT014,POS001,T-Shirts,24.34,17.43,26.93,19,42,131.29,2.1,25,June,Winter
2024,12,2024-03-18,TSHIRT015,POS001,T-Shirts,19.61,12.22,21.72,22,36,162.58,1.57,45,November,Herbst
2024,12,2024-03-18,TSHIRT016,POS001,T-Shirts,23.88,16.1,28.62,24,43,186.72,1.72,42,October,Winter
2024,12,2024-03-18,TSHIRT017,POS001,T-Shirts,20.68,13.13,22.14,17,45,128.35,2.5,25,June,Winter
2024,12,2024-03-18,TSHIRT018,POS001,T-Shirts,24.83,15.35,26.5,23,45,218.04,1.88,18,April,Frühjahr
2024,12,2024-03-18,TSHIRT019,POS001,T-Shirts,16.92,15.14,22.91,14,16,24.92,1.07,40,September,Herbst
2024,12,2024-03-18,TSHIRT020,POS001,T-Shirts,21.32,16.71,28.16,1,3,4.61,1.5,8,February,Winter
2024,12,2024-03-18,TSHIRT021,POS001,T-Shirts,29.09,18.18,29.95,6,43,65.46,6.14,39,September,Herbst
2024,12,2024-03-18,TSHIRT022,POS001,T-Shirts,22.01,14.9,29.52,8,40,56.88,4.44,40,September,Herbst
2024,12,2024-03-18,TSHIRT023,POS001,T-Shirts,20.18,14.73,27.18,1,39,5.45,19.5,14,March,Winter
2024,12,2024-03-18,TSHIRT024,POS001,T-Shirts,16.86,12.06,20.0,18,40,86.4,2.11,32,August,Sommer
2024,12,2024-03-18,TSHIRT025,POS001,T-Shirts,26.06,19.98,36.62,22,48,133.76,2.09,38,September,Herbst
2024,12,2024-03-18,TSHIRT026,POS001,T-Shirts,26.3,17.14,27.35,17,45,155.72,2.5,33,August,Sommer
2024,12,2024-03-18,TSHIRT027,POS001,T-Shirts,14.91,13.64,20.83,9,38,11.43,3.8,23,June,Winter
2024,12,2024-03-18,TSHIRT028,POS001,T-Shirts,24.55,13.81,27.45,2,4,21.48,1.33,15,April,Frühjahr
2024,12,2024-03-18,TSHIRT029,POS001,T-Shirts,26.81,19.6,36.95,5,30,36.05,5.0,33,August,Sommer
2024,12,2024-03-18,TSHIRT030,POS001,T-Shirts,17.17,12.86,19.54,3,30,12.93,7.5,25,June,Winter
2024,12,2024-03-18,TSHIRT031,POS001,T-Shirts,29.21,15.84,30.61,24,60,320.88,2.4,17,April,Frühjahr
2024,12,2024-03-18,TSHIRT032,POS001,T-Shirts,13.86,10.58,18.4,24,54,78.72,2.16,33,August,Sommer
2024,12,2024-03-18,TSHIRT033,POS001,T-Shirts,25.88,17.25,33.47,13,37,112.19,2.64,47,November,Herbst
2024,12,2024-03-18,TSHIRT034,POS001,T-Shirts,28.26,16.64,31.98,15,26,174.3,1.62,2,January,Winter
2024,12,2024-03-18,TSHIRT035,POS001,T-Shirts,14.79,10.01,18.99,3,40,14.34,10.0,14,March,Winter
2024,12,2024-03-18,TSHIRT036,POS001,T-Shirts,15.83,11.17,21.87,13,53,60.58,3.79,40,September,Herbst
2024,12,2024-03-18,TSHIRT037,POS001,T-Shirts,19.86,16.89,27.51,0,21,0.0,21.0,40,September,Herbst
2024,12,2024-03-18,TSHIRT038,POS001,T-Shirts,24.5,16.23,26.4,8,18,66.16,2.0,39,September,Herbst
2024,12,2024-03-18,TSHIRT039,POS001,T-Shirts,31.79,17.46,31.82,5,16,71.65,2.67,6,February,Winter
2024,12,2024-03-18,TSHIRT040,POS001,T-Shirts,15.09,10.73,20.52,19,52,82.84,2.6,6,February,Winter
2024,12,2024-03-18,TSHIRT041,POS001,T-Shirts,22.09,13.24,23.83,22,32,194.7,1.39,3,January,Winter
2024,12,2024-03-18,TSHIRT042,POS001,T-Shirts,29.81,17.37,30.96,16,55,199.04,3.24,7,February,Winter
2024,12,2024-03-18,TSHIRT043,POS001,T-Shirts,24.41,14.6,27.23,5,30,49.05,5.0,8,February,Winter
2024,12,2024-03-18,TSHIRT044,POS001,T-Shirts,28.95,16.78,30.78,6,14,73.02,2.0,42,October,Winter
2024,12,2024-03-18,TSHIRT045,POS001,T-Shirts,17.71,11.21,17.93,18,29,117.0,1.53,15,April,Frühjahr
2024,12,2024-03-18,TSHIRT046,POS001,T-Shirts,17.15,11.61,18.39,17,49,94.18,2.72,47,November,Herbst
2024,12,2024-03-18,TSHIRT047,POS001,T-Shirts,24.99,15.0,27.78,5,5,49.95,0.83,29,July,Winter
2024,12,2024-03-18,TSHIRT048,POS001,T-Shirts,20.68,12.15,20.85,22,36,187.66,1.57,33,August,Sommer
2024,12,2024-03-18,TSHIRT049,POS001,T-Shirts,23.01,14.07,25.45,11,43,98.34,3.58,30,July,Winter
2024,12,2024-03-18,TSHIRT050,POS001,T-Shirts,17.04,10.68,19.09,22,44,139.92,1.91,39,September,Herbst
2024,12,2024-03-18,TSHIRT051,POS001,T-Shirts,31.75,19.13,33.82,17,28,214.54,1.56,27,June,Winter
2024,12,2024-03-18,TSHIRT052,POS001,T-Shirts,33.1,18.94,37.69,0,4,0.0,4.0,36,September,Herbst
2024,12,2024-03-18,TSHIRT053,POS001,T-Shirts,29.2,16.43,30.95,13,14,166.01,1.0,29,July,Winter
2024,12,2024-03-18,TSHIRT054,POS001,T-Shirts,20.02,14.18,27.14,5,25,29.2,4.17,38,September,Herbst
2024,12,2024-03-18,TSHIRT055,POS001,T-Shirts,35.63,19.88,39.47,16,25,252.0,1.47,33,August,Sommer
2024,12,2024-03-18,TSHIRT056,POS001,T-Shirts,14.75,10.32,18.9,20,48,88.6,2.29,37,September,Herbst
2024,12,2024-03-18,TSHIRT057,POS001,T-Shirts,15.45,13.57,20.71,15,20,28.2,1.25,27,June,Winter
2024,12,2024-03-18,TSHIRT058,POS001,T-Shirts,20.02,14.04,21.43,11,24,65.78,2.0,33,August,Sommer
2024,12,2024-03-18,TSHIRT059,POS001,T-Shirts,20.06,10.75,20.83,2,13,18.62,4.33,4,January,Winter
2024,12,2024-03-18,TSHIRT060,POS001,T-Shirts,18.19,15.84,23.99,14,40,32.9,2.67,22,May,Winter
2024,12,2024-03-18,TSHIRT061,POS001,T-Shirts,16.98,11.6,20.44,0,9,0.0,9.0,2,January,Winter
2024,12,2024-03-18,TSHIRT062,POS001,T-Shirts,21.12,11.69,21.52,6,46,56.58,6.57,10,March,Winter
2024,12,2024-03-18,TSHIRT063,POS001,T-Shirts,16.93,11.82,20.1,3,37,15.33,9.25,5,January,Winter
2024,12,2024-03-18,TSHIRT064,POS001,T-Shirts,20.37,16.13,25.13,20,32,84.8,1.52,10,March,Winter
2024,12,2024-03-18,TSHIRT065,POS001,T-Shirts,26.49,18.29,31.01,15,47,123.0,2.94,33,August,Sommer
2024,12,2024-03-18,TSHIRT066,POS001,T-Shirts,30.0,18.28,30.9,3,37,35.16,9.25,38,September,Herbst
2024,12,2024-03-18,TSHIRT067,POS001,T-Shirts,24.03,18.75,32.77,21,54,110.88,2.45,13,March,Winter
2024,12,2024-03-18,TSHIRT068,POS001,T-Shirts,20.69,13.95,25.48,22,45,148.28,1.96,31,July,Winter
2024,12,2024-03-18,TSHIRT069,POS001,T-Shirts,14.01,11.93,18.3,22,22,45.76,0.96,47,November,Herbst
2024,12,2024-03-18,TSHIRT070,POS001,T-Shirts,17.31,11.83,20.84,23,50,126.04,2.08,36,September,Herbst
2024,12,2024-03-18,TSHIRT071,POS001,T-Shirts,20.68,14.26,24.74,5,29,32.1,4.83,45,November,Herbst
2024,12,2024-03-18,TSHIRT072,POS001,T-Shirts,20.02,16.0,25.06,22,48,88.44,2.09,24,June,Winter
2024,12,2024-03-18,TSHIRT073,POS001,T-Shirts,19.87,13.2,23.52,18,45,120.06,2.37,15,April,Frühjahr
2024,12,2024-03-18,TSHIRT074,POS001,T-Shirts,30.25,16.77,32.83,9,23,121.32,2.3,29,July,Winter
2024,12,2024-03-18,TSHIRT075,POS001,T-Shirts,15.62,12.12,19.73,6,19,21.0,2.71,8,February,Winter
2024,12,2024-03-18,TSHIRT076,POS001,T-Shirts,17.94,10.94,19.93,5,5,35.0,0.83,5,January,Winter
2024,12,2024-03-18,TSHIRT077,POS001,T-Shirts,18.56,13.56,25.41,13,52,65.0,3.71,29,July,Winter
2024,12,2024-03-18,TSHIRT078,POS001,T-Shirts,18.11,10.95,18.53,14,33,100.24,2.2,47,November,Herbst
2024,12,2024-03-18,TSHIRT079,POS001,T-Shirts,19.14,11.54,20.5,20,53,152.0,2.52,4,January,Winter
2024,12,2024-03-18,TSHIRT080,POS001,T-Shirts,33.19,19.28,36.13,14,38,194.74,2.53,12,March,Winter
2024,12,2024-03-18,TSHIRT081,POS001,T-Shirts,27.27,17.26,32.95,2,7,20.02,2.33,45,November,Herbst
2024,12,2024-03-18,TSHIRT082,POS001,T-Shirts,28.55,17.35,33.46,25,28,280.0,1.08,2,January,Winter
2024,12,2024-03-18,TSHIRT083,POS001,T-Shirts,18.63,15.28,23.43,15,30,50.25,1.88,27,June,Winter
2024,12,2024-03-18,TSHIRT084,POS001,T-Shirts,26.89,17.32,28.46,9,21,86.13,2.1,31,July,Winter
2024,12,2024-03-18,TSHIRT085,POS001,T-Shirts,28.59,17.49,32.72,25,57,277.5,2.19,36,September,Herbst
2024,12,2024-03-18,TSHIRT086,POS001,T-Shirts,22.34,11.94,22.45,16,50,166.4,2.94,36,September,Herbst
2024,12,2024-03-18,TSHIRT087,POS001,T-Shirts,17.04,10.69,19.66,8,30,50.8,3.33,26,June,Winter
2024,12,2024-03-18,TSHIRT088,POS001,T-Shirts,24.25,13.23,24.56,25,37,275.5,1.42,43,October,Winter
2024,12,2024-03-18,TSHIRT089,POS001,T-Shirts,16.95,11.72,22.21,0,39,0.0,39.0,27,June,Winter
2024,12,2024-03-18,TSHIRT090,POS001,T-Shirts,19.1,12.67,22.37,14,33,90.02,2.2,5,January,Winter
2024,12,2024-03-18,TSHIRT091,POS001,T-Shirts,20.55,11.73,21.81,15,50,132.3,3.12,20,May,Winter
2024,12,2024-03-18,TSHIRT092,POS001,T-Shirts,11.91,10.33,15.79,8,12,12.64,1.33,11,March,Winter
2024,12,2024-03-18,TSHIRT093,POS001,T-Shirts,22.92,19.02,29.58,16,18,62.4,1.06,10,March,Winter
2024,12,2024-03-18,TSHIRT094,POS001,T-Shirts,22.83,16.16,27.32,5,16,33.35,2.67,40,September,Herbst
2024,12,2024-03-18,TSHIRT095,POS001,T-Shirts,24.8,14.65,26.93,24,44,243.6,1.76,38,September,Herbst
2024,12,2024-03-18,TSHIRT096,POS001,T-Shirts,19.14,12.75,22.76,22,45,140.58,1.96,6,February,Winter
2024,12,2024-03-18,TSHIRT097,POS001,T-Shirts,20.32,14.36,26.0,3,11,17.88,2.75,8,February,Winter
2024,12,2024-03-18,TSHIRT098,POS001,T-Shirts,19.43,10.73,20.81,4,29,34.8,5.8,23,June,Winter
2024,12,2024-03-18,TSHIRT099,POS001,T-Shirts,31.83,17.9,35.73,10,50,139.3,4.55,47,November,Herbst
2024,12,2024-03-18,TSHIRT100,POS001,T-Shirts,25.23,19.42,29.57,0,35,0.0,35.0,26,June,Winter
2024,13,2024-03-25,TSHIRT001,POS001,T-Shirts,15.79,10.39,18.87,15,31,81.0,1.94,46,November,Herbst
2024,13,2024-03-25,TSHIRT002,POS001,T-Shirts,18.43,15.12,23.41,17,34,56.27,1.89,43,October,Winter
2024,13,2024-03-25,TSHIRT003,POS001,T-Shirts,19.41,13.92,25.63,12,14,65.88,1.08,12,March,Winter
2024,13,2024-03-25,TSHIRT004,POS001,T-Shirts,20.97,13.93,24.69,4,30,28.16,6.0,26,June,Winter
2024,13,2024-03-25,TSHIRT005,POS001,T-Shirts,14.34,10.03,18.22,13,25,56.03,1.79,13,March,Winter
2024,13,2024-03-25,TSHIRT006,POS001,T-Shirts,20.11,13.58,20.65,6,11,39.18,1.57,40,September,Herbst
2024,13,2024-03-25,TSHIRT007,POS001,T-Shirts,16.97,15.49,24.09,0,32,0.0,32.0,18,April,Frühjahr
2024,13,2024-03-25,TSHIRT008,POS001,T-Shirts,19.78,15.6,25.58,18,56,75.24,2.95,25,June,Winter
2024,13,2024-03-25,TSHIRT009,POS001,T-Shirts,16.12,12.72,20.98,11,45,37.4,3.75,33,August,Sommer
2024,13,2024-03-25,TSHIRT010,POS001,T-Shirts,22.74,14.56,27.65,11,38,89.98,3.17,47,November,Herbst
2024,13,2024-03-25,TSHIRT011,POS001,T-Shirts,36.94,19.92,38.04,5,10,85.1,1.67,40,September,Herbst
2024,13,2024-03-25,TSHIRT012,POS001,T-Shirts,22.41,18.48,28.39,18,36,70.74,1.89,43,October,Winter
2024,13,2024-03-25,TSHIRT013,POS001,T-Shirts,25.45,16.19,29.66,4,41,37.04,8.2,12,March,Winter
2024,13,2024-03-25,TSHIRT014,POS001,T-Shirts,19.43,12.47,21.97,1,10,6.96,5.0,44,October,Winter
2024,13,2024-03-25,TSHIRT015,POS001,T-Shirts,19.26,16.95,26.68,3,26,6.93,6.5,36,September,Herbst
2024,13,2024-03-25,TSHIRT016,POS001,T-Shirts,23.91,14.89,28.07,13,47,117.26,3.36,48,November,Herbst
2024,13,2024-03-25,TSHIRT017,POS001,T-Shirts,25.92,17.07,26.26,25,32,221.25,1.23,4,January,Winter
2024,13,2024-03-25,TSHIRT018,POS001,T-Shirts,24.21,15.44,30.28,7,24,61.39,3.0,5,January,Winter
2024,13,2024-03-25,TSHIRT019,POS001,T-Shirts,18.3,15.98,23.98,1,20,2.32,10.0,37,September,Herbst
2024,13,2024-03-25,TSHIRT020,POS001,T-Shirts,19.88,14.5,24.59,12,44,64.56,3.38,8,February,Winter
2024,13,2024-03-25,TSHIRT021,POS001,T-Shirts,23.69,15.73,29.33,14,43,111.44,2.87,42,October,Winter
2024,13,2024-03-25,TSHIRT022,POS001,T-Shirts,30.04,17.65,30.54,19,27,235.41,1.35,49,December,Winter
2024,13,2024-03-25,TSHIRT023,POS001,T-Shirts,19.83,10.45,20.26,13,40,121.94,2.86,28,July,Winter
2024,13,2024-03-25,TSHIRT024,POS001,T-Shirts,26.89,18.12,27.4,2,10,17.54,3.33,31,July,Winter
2024,13,2024-03-25,TSHIRT025,POS001,T-Shirts,25.29,16.53,31.65,25,51,219.0,1.96,9,February,Winter
2024,13,2024-03-25,TSHIRT026,POS001,T-Shirts,28.67,16.5,30.06,12,19,146.04,1.46,29,July,Winter
2024,13,2024-03-25,TSHIRT027,POS001,T-Shirts,22.99,19.78,31.51,15,45,48.15,2.81,14,March,Winter
2024,13,2024-03-25,TSHIRT028,POS001,T-Shirts,23.82,12.01,23.99,22,36,259.82,1.57,40,September,Herbst
2024,13,2024-03-25,TSHIRT029,POS001,T-Shirts,26.5,15.72,31.04,3,39,32.34,9.75,41,October,Winter
2024,13,2024-03-25,TSHIRT030,POS001,T-Shirts,17.96,12.42,21.3,4,37,22.16,7.4,22,May,Winter
2024,13,2024-03-25,TSHIRT031,POS001,T-Shirts,27.56,19.3,33.36,12,17,99.12,1.31,11,March,Winter
2024,13,2024-03-25,TSHIRT032,POS001,T-Shirts,20.4,15.58,27.5,4,35,19.28,7.0,23,June,Winter
2024,13,2024-03-25,TSHIRT033,POS001,T-Shirts,18.29,13.27,24.67,11,13,55.22,1.08,1,December,Winter
2024,13,2024-03-25,TSHIRT034,POS001,T-Shirts,21.88,14.42,28.12,25,47,186.5,1.81,46,November,Herbst
2024,13,2024-03-25,TSHIRT035,POS001,T-Shirts,22.2,15.23,27.48,14,35,97.58,2.33,37,September,Herbst
2024,13,2024-03-25,TSHIRT036,POS001,T-Shirts,20.8,14.59,28.69,9,38,55.89,3.8,21,May,Winter
2024,13,2024-03-25,TSHIRT037,POS001,T-Shirts,25.84,18.21,34.47,14,15,106.82,1.0,26,June,Winter
2024,13,2024-03-25,TSHIRT038,POS001,T-Shirts,20.01,18.41,27.99,20,28,32.0,1.33,46,November,Herbst
2024,13,2024-03-25,TSHIRT039,POS001,T-Shirts,16.91,11.94,23.77,2,15,9.94,5.0,36,September,Herbst
2024,13,2024-03-25,TSHIRT040,POS001,T-Shirts,12.92,10.62,16.43,0,19,0.0,19.0,23,June,Winter
2024,13,2024-03-25,TSHIRT041,POS001,T-Shirts,14.84,10.69,20.15,20,28,83.0,1.33,1,December,Winter
2024,13,2024-03-25,TSHIRT042,POS001,T-Shirts,28.12,18.5,29.55,10,37,96.2,3.36,40,September,Herbst
2024,13,2024-03-25,TSHIRT043,POS001,T-Shirts,22.57,13.97,27.51,24,30,206.4,1.2,15,April,Frühjahr
2024,13,2024-03-25,TSHIRT044,POS001,T-Shirts,19.24,11.82,20.82,18,48,133.56,2.53,21,May,Winter
