Artikelnummer,Warengruppe,Kalenderwoche,Saison,RW,Verkäufe,Preis,Lagerbestand
A0141,T-Shirts,15,Frühling,7.199742759149808,10,53.26,391
A0141,T-Shirts,16,Frühling,18.96855433669267,11,40.59,51
A0141,T-Shirts,17,Frühling,11.608873264912425,13,73.97,410
A0141,T-Shirts,18,Frühling,9.425028525668889,7,50.22,462
A0141,T-Shirts,19,Frühling,10.77404061475384,14,88.96,95
A0141,T-Shirts,20,Frühling,6.598700258627894,11,111.71,58
A0141,T-Shirts,21,Frühling,8.544047048587371,12,61.19,111
A0141,T-Shirts,22,Sommer,10.4576625250567,4,22.59,263
A0141,T-Shirts,23,Sommer,2.7794015132773957,6,62.07,40
A0141,T-Shirts,24,Sommer,3.6574157681355537,6,37.27,347
A0141,T-Shirts,25,Sommer,2.6444053439480992,5,56.14,434
A0141,T-Shirts,26,Sommer,11.24219801186854,10,42.31,481
A0141,T-Shirts,27,Sommer,16.52047735005484,14,64.36,13
A0141,T-Shirts,28,Sommer,2.9260741840278257,7,94.91,486
A0141,T-Shirts,29,Sommer,19.849018371795676,10,98.02,265
A0141,T-Shirts,30,Sommer,19.89452162605241,5,122.4,481
A0141,T-Shirts,31,Sommer,5.092624381374058,14,92.36,23
A0141,T-Shirts,32,Sommer,8.612261900486361,12,71.78,178
A0141,T-Shirts,33,Sommer,8.847205736483543,14,97.75,342
A0141,T-Shirts,34,Sommer,5.7456443315406585,5,44.11,473
A0141,T-Shirts,35,Sommer,19.56852106128293,10,33.0,463
A0141,T-Shirts,36,Herbst,12.535128195393325,8,59.29,143
A0141,T-Shirts,37,Herbst,15.76841060765599,5,57.71,59
A0141,T-Shirts,38,Herbst,16.372095077086744,5,126.12,376
A0141,T-Shirts,39,Herbst,18.12628314210015,9,85.46,170
A0141,T-Shirts,40,Herbst,13.027732508196802,8,27.24,497
A0141,T-Shirts,41,Herbst,16.781258207755656,12,103.12,478
A0141,T-Shirts,42,Herbst,4.475463730273488,14,39.42,464
A0141,T-Shirts,43,Herbst,16.254246069383044,8,118.24,341
A0141,T-Shirts,44,Herbst,12.82260996170154,6,58.42,22
A0141,T-Shirts,45,Herbst,6.2724425651114375,18,89.18,459
A0141,T-Shirts,46,Herbst,11.201333447792834,12,80.39,65
A0141,T-Shirts,47,Herbst,10.522045454449515,10,39.07,127
A0141,T-Shirts,48,Herbst,18.20247686158933,13,76.41,313
A0141,T-Shirts,49,Winter,2.4263611671180176,4,69.36,390
A0141,T-Shirts,50,Winter,4.096288252296718,9,56.46,138
A0141,T-Shirts,51,Winter,15.09784586597923,19,129.39,432
A0141,T-Shirts,52,Winter,18.185477975315262,6,44.09,31
A0141,T-Shirts,53,Winter,4.655991882340643,6,22.06,344
A0142,Jackets,1,Winter,5.139572932400755,5,56.41,389
A0142,Jackets,2,Winter,12.311404165086952,11,33.34,249
A0142,Jackets,3,Winter,3.580109562234602,5,82.88,12
A0142,Jackets,4,Winter,5.045387606185546,13,113.28,469
A0142,Jackets,5,Winter,13.466072819568028,7,86.55,392
A0142,Jackets,6,Winter,5.9747819816783,13,26.39,208
A0142,Jackets,7,Winter,16.13939988626362,7,38.26,450
A0142,Jackets,8,Winter,19.38968658065975,6,116.25,199
A0142,Jackets,9,Frühling,7.625564946468346,6,51.47,26
A0142,Jackets,10,Frühling,11.125396228708098,8,56.11,229
A0142,Jackets,11,Frühling,10.780237424658182,6,88.6,492
A0142,Jackets,12,Frühling,3.52650624173668,8,58.79,60
A0142,Jackets,13,Frühling,4.2636039788124585,11,120.93,85
A0142,Jackets,14,Frühling,3.650654096915873,9,114.03,228
A0142,Jackets,15,Frühling,12.470291323143245,9,29.93,357
A0142,Jackets,16,Frühling,5.830265833130418,15,104.54,113
A0142,Jackets,17,Frühling,12.67600657597931,7,44.12,351
A0142,Jackets,18,Frühling,12.098528461478454,13,100.27,157
A0142,Jackets,19,Frühling,19.203442633827656,11,74.58,152
A0142,Jackets,20,Frühling,9.057877666262593,8,21.89,483
A0142,Jackets,21,Frühling,14.418864577071167,8,84.31,223
A0142,Jackets,22,Sommer,12.038881620635241,5,34.47,203
A0142,Jackets,23,Sommer,13.671002519679382,20,60.2,16
A0142,Jackets,24,Sommer,5.62666242105281,8,47.96,255
A0142,Jackets,25,Sommer,14.810411967000425,10,62.24,172
A0142,Jackets,26,Sommer,18.269284195668455,9,115.35,48
A0142,Jackets,27,Sommer,9.268137935616807,10,127.21,223
A0142,Jackets,28,Sommer,13.586821586840305,11,46.25,185
A0142,Jackets,29,Sommer,17.524299581050773,9,31.01,470
A0142,Jackets,30,Sommer,8.462439116263376,10,84.04,159
A0142,Jackets,31,Sommer,16.338001080684524,10,117.16,171
A0142,Jackets,32,Sommer,16.676931857650658,10,52.04,151
A0142,Jackets,33,Sommer,7.212604710382372,10,85.46,479
A0142,Jackets,34,Sommer,6.6393517029354046,15,88.34,96
A0142,Jackets,35,Sommer,3.2748629647772622,12,31.74,61
A0142,Jackets,36,Herbst,3.697760382322145,10,53.97,73
A0142,Jackets,37,Herbst,10.016428406411023,11,20.75,150
A0142,Jackets,38,Herbst,2.3884478497118993,14,105.74,242
A0142,Jackets,39,Herbst,10.55629956232599,9,66.58,392
A0142,Jackets,40,Herbst,14.722261116398768,11,119.85,398
A0142,Jackets,41,Herbst,19.8533485770519,15,92.82,451
A0142,Jackets,42,Herbst,5.7386690943867045,11,94.69,31
A0142,Jackets,43,Herbst,16.09775549198736,8,127.53,426
A0142,Jackets,44,Herbst,2.1387860755482446,10,45.98,396
A0142,Jackets,45,Herbst,18.954763019183737,5,69.96,141
A0142,Jackets,46,Herbst,5.038194670870043,10,30.15,143
A0142,Jackets,47,Herbst,5.986404390781583,10,46.14,127
A0142,Jackets,48,Herbst,19.382570076557705,12,36.57,105
A0142,Jackets,49,Winter,19.814914118633347,12,95.88,166
A0142,Jackets,50,Winter,14.510191477744046,5,92.83,430
A0142,Jackets,51,Winter,4.436337030723471,7,105.91,25
A0142,Jackets,52,Winter,13.321153290050642,9,97.57,18
A0142,Jackets,53,Winter,7.662013101585107,7,115.87,467
A0143,Pants,1,Winter,17.717906315237343,14,117.37,216
A0143,Pants,2,Winter,9.07034885903925,9,41.5,260
A0143,Pants,3,Winter,16.959184373820747,7,110.43,306
A0143,Pants,4,Winter,16.73369234750568,12,73.53,206
A0143,Pants,5,Winter,8.099785921523013,14,61.73,138
A0143,Pants,6,Winter,11.51561203235433,9,27.42,493
A0143,Pants,7,Winter,11.910528887572415,10,99.34,274
A0143,Pants,8,Winter,14.592636957474271,11,100.66,126
A0143,Pants,9,Frühling,16.942745147236568,7,81.02,15
A0143,Pants,10,Frühling,12.141605326882448,11,122.7,128
A0143,Pants,11,Frühling,19.52841488716173,10,127.15,155
A0143,Pants,12,Frühling,12.42655271860946,9,23.13,275
A0143,Pants,13,Frühling,11.951269669327448,8,52.06,28
A0143,Pants,14,Frühling,9.332968957152111,10,83.95,474
A0143,Pants,15,Frühling,9.015482861163758,10,84.03,114
A0143,Pants,16,Frühling,5.2214856612705995,8,73.9,131
A0143,Pants,17,Frühling,4.0154907434208535,9,97.91,474
A0143,Pants,18,Frühling,5.310184119501841,10,75.72,309
A0143,Pants,19,Frühling,16.381949926214084,10,117.13,411
A0143,Pants,20,Frühling,7.521801909461612,6,106.94,385
A0143,Pants,21,Frühling,16.64909482275824,9,53.95,408
A0143,Pants,22,Sommer,3.5136680864580896,9,52.34,101
A0143,Pants,23,Sommer,11.774666327374051,11,21.5,16
A0143,Pants,24,Sommer,8.102851606158818,9,63.51,278
A0143,Pants,25,Sommer,5.3928661345516895,7,76.85,75
A0143,Pants,26,Sommer,10.555500066579658,12,90.37,399
A0143,Pants,27,Sommer,15.906876322220016,13,49.42,331
A0143,Pants,28,Sommer,3.153882637370967,6,24.73,373
A0143,Pants,29,Sommer,3.3785864651314625,12,58.54,115
A0143,Pants,30,Sommer,16.350866297934306,9,61.4,207
A0143,Pants,31,Sommer,10.223826951976255,10,22.83,206
A0143,Pants,32,Sommer,16.110179197688446,9,93.84,410
A0143,Pants,33,Sommer,8.471645596226637,8,120.51,343
A0143,Pants,34,Sommer,18.172147334204837,9,125.07,206
A0143,Pants,35,Sommer,14.459017770204659,10,118.8,375
A0143,Pants,36,Herbst,13.177868885892874,13,100.52,436
A0143,Pants,37,Herbst,4.810480176052801,11,89.0,365
A0143,Pants,38,Herbst,4.310434604371512,7,79.8,249
A0143,Pants,39,Herbst,15.464053197617739,14,22.61,374
A0143,Pants,40,Herbst,6.7053553628264355,14,84.5,372
A0143,Pants,41,Herbst,18.28961564833892,13,37.96,463
A0143,Pants,42,Herbst,16.238721831194482,10,122.63,408
A0143,Pants,43,Herbst,9.010346465223753,5,26.66,145
A0143,Pants,44,Herbst,5.728638314762072,10,72.45,221
A0143,Pants,45,Herbst,13.435660573283576,12,123.23,70
A0143,Pants,46,Herbst,9.94302476817586,14,63.1,421
A0143,Pants,47,Herbst,2.3176474054781933,12,77.83,354
A0143,Pants,48,Herbst,4.655003717668716,13,79.64,429
A0143,Pants,49,Winter,7.8871002216298205,3,23.71,495
A0143,Pants,50,Winter,13.289583610182309,10,83.83,400
A0143,Pants,51,Winter,17.457101449601467,10,76.39,239
A0143,Pants,52,Winter,19.17582315298892,7,126.4,254
A0143,Pants,53,Winter,16.898546108814482,7,75.61,22
A0144,Denim Pants,1,Winter,2.380445270984619,8,79.36,170
A0144,Denim Pants,2,Winter,12.042891304159884,14,116.15,455
A0144,Denim Pants,3,Winter,2.7648878001900847,8,111.05,143
A0144,Denim Pants,4,Winter,6.545225335680148,11,56.78,111
A0144,Denim Pants,5,Winter,5.932703001741256,10,117.1,333
A0144,Denim Pants,6,Winter,17.398729881801412,16,110.23,499
A0144,Denim Pants,7,Winter,19.287190594013673,8,97.73,407
A0144,Denim Pants,8,Winter,17.762825711467634,12,45.93,285
A0144,Denim Pants,9,Frühling,14.065141914762123,11,121.05,302
A0144,Denim Pants,10,Frühling,6.0169588955724755,16,29.27,415
A0144,Denim Pants,11,Frühling,5.382302315697384,16,49.25,164
A0144,Denim Pants,12,Frühling,12.365331235960362,8,74.44,30
A0144,Denim Pants,13,Frühling,17.161336389255325,11,52.82,125
A0144,Denim Pants,14,Frühling,18.617334225214748,9,97.08,76
A0144,Denim Pants,15,Frühling,10.026538922606775,8,62.76,325
A0144,Denim Pants,16,Frühling,6.712747369849705,10,72.23,223
A0144,Denim Pants,17,Frühling,14.48827814478966,7,117.63,434
A0144,Denim Pants,18,Frühling,17.055351412702883,10,23.52,232
A0144,Denim Pants,19,Frühling,5.131826255877426,8,39.5,191
A0144,Denim Pants,20,Frühling,13.456545354952826,4,104.01,192
A0144,Denim Pants,21,Frühling,7.096714441718519,8,39.84,297
A0144,Denim Pants,22,Sommer,7.75696769879797,5,72.88,64
A0144,Denim Pants,23,Sommer,14.798179824941561,16,116.49,157
A0144,Denim Pants,24,Sommer,16.769956080661252,6,120.83,185
A0144,Denim Pants,25,Sommer,10.958792162189559,11,114.57,473
A0144,Denim Pants,26,Sommer,9.890159426727568,6,49.74,233
A0144,Denim Pants,27,Sommer,2.821641039297613,6,78.79,461
A0144,Denim Pants,28,Sommer,5.7248057878050345,5,24.95,145
A0144,Denim Pants,29,Sommer,10.444340330973537,10,61.96,131
A0144,Denim Pants,30,Sommer,2.8143841700153747,2,79.28,179
A0144,Denim Pants,31,Sommer,11.840465945107264,9,76.35,309
A0144,Denim Pants,32,Sommer,14.83895624669508,6,111.9,489
A0144,Denim Pants,33,Sommer,12.45057860939579,3,73.86,93
A0144,Denim Pants,34,Sommer,18.08387480022963,7,122.77,64
A0144,Denim Pants,35,Sommer,12.049078948086347,8,77.67,244
A0144,Denim Pants,36,Herbst,3.2542889133890145,7,46.13,194
A0144,Denim Pants,37,Herbst,2.570303639290668,9,109.22,22
A0144,Denim Pants,38,Herbst,15.435183550775509,12,21.64,445
A0144,Denim Pants,39,Herbst,5.330570374486415,9,75.18,273
A0144,Denim Pants,40,Herbst,11.023084098672374,10,92.76,149
A0144,Denim Pants,41,Herbst,9.347229135312805,5,44.7,384
A0144,Denim Pants,42,Herbst,10.466259539939356,13,115.05,46
A0144,Denim Pants,43,Herbst,11.626508758469743,18,56.97,396
A0144,Denim Pants,44,Herbst,10.561970637427756,11,67.38,285
A0144,Denim Pants,45,Herbst,10.589438274219724,8,97.55,490
A0144,Denim Pants,46,Herbst,3.246747007873074,10,90.98,150
A0144,Denim Pants,47,Herbst,2.273645444016414,12,62.36,226
A0144,Denim Pants,48,Herbst,16.96315569416148,13,73.85,125
A0144,Denim Pants,49,Winter,3.9371562749811435,13,53.32,329
A0144,Denim Pants,50,Winter,12.07204866275504,10,74.96,334
A0144,Denim Pants,51,Winter,16.967500744538974,11,122.36,144
A0144,Denim Pants,52,Winter,13.721165006102861,16,42.85,175
A0144,Denim Pants,53,Winter,14.597945736189073,8,123.18,306
A0145,Sweatshirts,1,Winter,4.889724200733941,4,120.44,369
A0145,Sweatshirts,2,Winter,15.280392235176812,14,29.63,41
A0145,Sweatshirts,3,Winter,13.016925209011083,11,29.75,254
A0145,Sweatshirts,4,Winter,4.12400366888649,15,77.12,339
A0145,Sweatshirts,5,Winter,9.472294575687107,11,60.64,182
A0145,Sweatshirts,6,Winter,5.276804936720742,8,109.06,64
A0145,Sweatshirts,7,Winter,18.345975854820416,9,99.99,172
A0145,Sweatshirts,8,Winter,14.291726943475195,8,108.9,414
A0145,Sweatshirts,9,Frühling,11.44215234908898,6,30.74,52
A0145,Sweatshirts,10,Frühling,6.299859606869745,11,72.39,312
A0145,Sweatshirts,11,Frühling,17.01668470054715,11,27.08,486
A0145,Sweatshirts,12,Frühling,15.437300603789144,12,64.62,309
A0145,Sweatshirts,13,Frühling,14.643168839865808,10,116.57,184
A0145,Sweatshirts,14,Frühling,8.698108487537482,6,37.31,137
A0145,Sweatshirts,15,Frühling,4.287372761733705,11,111.26,49
A0145,Sweatshirts,16,Frühling,12.752929411770207,11,36.9,211
A0145,Sweatshirts,17,Frühling,3.106640696713125,14,57.64,427
A0145,Sweatshirts,18,Frühling,18.59526503700027,6,73.54,268
A0145,Sweatshirts,19,Frühling,19.97615806276455,10,100.48,377
A0145,Sweatshirts,20,Frühling,14.442788686815387,14,106.08,477
A0145,Sweatshirts,21,Frühling,9.11882523986773,12,63.0,294
A0145,Sweatshirts,22,Sommer,12.786019554169822,12,123.9,355
A0145,Sweatshirts,23,Sommer,13.34753584128938,8,21.04,448
A0145,Sweatshirts,24,Sommer,11.690647890690245,5,89.9,173
A0145,Sweatshirts,25,Sommer,8.30298648802341,10,108.27,103
A0145,Sweatshirts,26,Sommer,2.766544950849556,12,61.12,385
A0145,Sweatshirts,27,Sommer,6.014668519627831,5,47.56,252
A0145,Sweatshirts,28,Sommer,18.41477018189181,9,128.4,329
A0145,Sweatshirts,29,Sommer,9.58004409987865,12,119.19,192
A0145,Sweatshirts,30,Sommer,13.365921760169362,11,60.68,498
A0145,Sweatshirts,31,Sommer,10.460901316492523,19,25.83,446
A0145,Sweatshirts,32,Sommer,17.107353278084986,8,59.82,246
A0145,Sweatshirts,33,Sommer,10.998011209164897,15,101.44,395
A0145,Sweatshirts,34,Sommer,4.67195366621026,10,55.2,79
A0145,Sweatshirts,35,Sommer,16.97598408310384,8,45.08,427
A0145,Sweatshirts,36,Herbst,15.81050600834182,13,64.64,242
A0145,Sweatshirts,37,Herbst,2.59798108489314,12,30.88,83
A0145,Sweatshirts,38,Herbst,14.627244794656152,8,62.27,227
A0145,Sweatshirts,39,Herbst,15.029007355799408,11,74.89,141
A0145,Sweatshirts,40,Herbst,17.062854282212534,9,116.29,166
A0145,Sweatshirts,41,Herbst,19.342483209683664,8,86.49,385
A0145,Sweatshirts,42,Herbst,8.361861817453892,8,118.02,263
A0145,Sweatshirts,43,Herbst,13.895552603163429,8,69.59,77
A0145,Sweatshirts,44,Herbst,17.95072240865043,13,113.67,499
A0145,Sweatshirts,45,Herbst,18.937234326256004,8,105.66,61
A0145,Sweatshirts,46,Herbst,17.564970168681178,9,112.33,293
A0145,Sweatshirts,47,Herbst,19.488827774804747,10,120.45,432
A0145,Sweatshirts,48,Herbst,10.454435613054127,19,96.87,199
A0145,Sweatshirts,49,Winter,5.842139695143932,15,25.08,29
A0145,Sweatshirts,50,Winter,5.307718492641537,11,118.51,66
A0145,Sweatshirts,51,Winter,15.969969620820516,11,106.68,137
A0145,Sweatshirts,52,Winter,16.96291903592242,6,112.18,54
A0145,Sweatshirts,53,Winter,19.463103616574383,15,108.44,272
A0146,Sweatshirts,1,Winter,15.739957371372178,9,127.32,83
A0146,Sweatshirts,2,Winter,12.538210208449398,8,20.85,398
A0146,Sweatshirts,3,Winter,2.8247416070343387,9,123.86,336
A0146,Sweatshirts,4,Winter,14.861243466877877,7,63.58,87
A0146,Sweatshirts,5,Winter,14.652084870869752,5,128.31,160
A0146,Sweatshirts,6,Winter,19.780842401719568,12,35.09,294
A0146,Sweatshirts,7,Winter,7.844627267372374,5,117.84,343
A0146,Sweatshirts,8,Winter,11.057268621619386,8,128.39,92
A0146,Sweatshirts,9,Frühling,10.691747890213525,13,67.81,303
A0146,Sweatshirts,10,Frühling,14.157707767205723,7,58.86,78
A0146,Sweatshirts,11,Frühling,14.271142548378323,11,53.6,384
A0146,Sweatshirts,12,Frühling,2.233208375209487,11,30.4,452
A0146,Sweatshirts,13,Frühling,14.891058446418192,15,124.46,60
A0146,Sweatshirts,14,Frühling,8.850283417614431,5,48.19,109
A0146,Sweatshirts,15,Frühling,10.933463483792949,11,113.38,384
A0146,Sweatshirts,16,Frühling,4.5722388005171855,12,73.36,20
A0146,Sweatshirts,17,Frühling,15.533687141040124,9,78.34,53
A0146,Sweatshirts,18,Frühling,17.178678217876516,11,129.7,44
A0146,Sweatshirts,19,Frühling,10.42386403064886,10,68.64,12
A0146,Sweatshirts,20,Frühling,7.675754585334483,5,129.78,56
A0146,Sweatshirts,21,Frühling,3.558880497150551,10,103.61,14
A0146,Sweatshirts,22,Sommer,13.526993477711061,4,22.9,355
A0146,Sweatshirts,23,Sommer,16.5278581774872,11,120.89,111
A0146,Sweatshirts,24,Sommer,18.614562386223085,12,89.4,31
A0146,Sweatshirts,25,Sommer,4.130164129159067,7,39.2,86
A0146,Sweatshirts,26,Sommer,4.544171594994575,8,91.54,310
A0146,Sweatshirts,27,Sommer,14.357787548007453,5,68.26,429
A0146,Sweatshirts,28,Sommer,15.958097505021296,6,75.59,278
A0146,Sweatshirts,29,Sommer,2.4253867199074577,13,121.85,122
A0146,Sweatshirts,30,Sommer,6.592970854308807,9,67.24,364
A0146,Sweatshirts,31,Sommer,13.98461455686901,7,57.28,184
A0146,Sweatshirts,32,Sommer,18.723547875385513,9,66.73,186
A0146,Sweatshirts,33,Sommer,12.57998373317314,14,83.66,286
A0146,Sweatshirts,34,Sommer,5.569009797412305,9,81.46,260
A0146,Sweatshirts,35,Sommer,12.562876040713792,10,64.2,355
A0146,Sweatshirts,36,Herbst,11.340311210763675,10,44.24,352
A0146,Sweatshirts,37,Herbst,3.0555426611882623,13,91.66,31
A0146,Sweatshirts,38,Herbst,18.07942125553492,12,52.99,221
A0146,Sweatshirts,39,Herbst,11.49529862417147,11,119.55,337
A0146,Sweatshirts,40,Herbst,8.021558153215972,9,73.51,271
A0146,Sweatshirts,41,Herbst,16.97458684672314,14,85.71,276
A0146,Sweatshirts,42,Herbst,2.979125604871826,17,97.89,319
A0146,Sweatshirts,43,Herbst,15.775572640118742,6,122.66,403
A0146,Sweatshirts,44,Herbst,2.4500812646038286,9,79.39,212
A0146,Sweatshirts,45,Herbst,7.969442408123337,11,83.14,356
A0146,Sweatshirts,46,Herbst,6.155140495251265,10,87.91,337
A0146,Sweatshirts,47,Herbst,8.306387993645014,9,124.47,51
A0146,Sweatshirts,48,Herbst,15.744892205794859,14,94.41,363
A0146,Sweatshirts,49,Winter,10.395672116031225,7,62.04,443
A0146,Sweatshirts,50,Winter,15.959003569585123,9,107.6,218
A0146,Sweatshirts,51,Winter,16.692310853887392,4,101.2,83
A0146,Sweatshirts,52,Winter,7.280004507291158,16,129.22,223
A0146,Sweatshirts,53,Winter,19.504908493462793,8,126.81,342
A0147,Jackets,1,Winter,14.170209415165724,7,52.93,294
A0147,Jackets,2,Winter,18.41905688063058,6,47.46,105
A0147,Jackets,3,Winter,11.404540025946567,10,70.27,112
A0147,Jackets,4,Winter,14.691212450406057,6,71.5,474
A0147,Jackets,5,Winter,15.7470603659652,7,68.52,152
A0147,Jackets,6,Winter,19.17874001226401,12,111.61,407
A0147,Jackets,7,Winter,5.917803556243086,14,107.1,104
A0147,Jackets,8,Winter,10.559627831140132,6,85.92,62
A0147,Jackets,9,Frühling,7.256147434980742,6,46.54,425
A0147,Jackets,10,Frühling,5.906406916805329,8,45.49,60
A0147,Jackets,11,Frühling,3.1722076165169706,7,89.84,434
A0147,Jackets,12,Frühling,10.461177905243721,14,81.99,229
A0147,Jackets,13,Frühling,4.345853691085546,6,67.8,140
A0147,Jackets,14,Frühling,7.707280120501067,12,34.34,26
A0147,Jackets,15,Frühling,10.020310899905349,8,45.7,199
A0147,Jackets,16,Frühling,3.8275632293582893,7,58.96,488
A0147,Jackets,17,Frühling,11.842414628194193,11,90.62,153
A0147,Jackets,18,Frühling,18.348438793911157,11,70.53,313
A0147,Jackets,19,Frühling,17.513469032919403,15,76.58,467
A0147,Jackets,20,Frühling,14.316632191376318,7,70.62,465
A0147,Jackets,21,Frühling,13.708241972243368,8,69.31,458
A0147,Jackets,22,Sommer,18.191647328861897,10,95.37,81
A0147,Jackets,23,Sommer,15.13330144220315,10,65.86,324
A0147,Jackets,24,Sommer,2.4765728851977915,6,122.35,134
A0147,Jackets,25,Sommer,16.869294053397315,10,65.57,184
A0147,Jackets,26,Sommer,18.28758077283507,10,39.9,317
A0147,Jackets,27,Sommer,13.804583484809383,4,53.47,368
A0147,Jackets,28,Sommer,19.288000529059246,15,24.94,383
A0147,Jackets,29,Sommer,18.75900719747851,2,31.82,219
A0147,Jackets,30,Sommer,18.882678587017008,4,59.96,77
A0147,Jackets,31,Sommer,2.5503408906207174,7,72.84,376
A0147,Jackets,32,Sommer,9.736507211277841,8,53.24,336
A0147,Jackets,33,Sommer,9.515411890890356,5,92.38,457
A0147,Jackets,34,Sommer,5.838222827385107,9,111.55,90
A0147,Jackets,35,Sommer,19.037805898569815,6,105.59,128
A0147,Jackets,36,Herbst,14.044021283694367,9,65.35,108
A0147,Jackets,37,Herbst,9.507226355432344,11,71.54,260
A0147,Jackets,38,Herbst,16.96791877805282,7,126.83,430
A0147,Jackets,39,Herbst,18.379324155240287,9,75.45,42
A0147,Jackets,40,Herbst,2.176194299640459,12,123.9,448
A0147,Jackets,41,Herbst,16.76231217759475,8,107.84,330
A0147,Jackets,42,Herbst,11.574002305632478,6,21.56,402
A0147,Jackets,43,Herbst,17.16570268138372,10,84.3,23
A0147,Jackets,44,Herbst,12.413856941571044,10,58.28,314
A0147,Jackets,45,Herbst,5.453213635087506,13,114.58,116
A0147,Jackets,46,Herbst,15.564303805702012,9,25.44,438
A0147,Jackets,47,Herbst,2.327481125638941,11,115.55,319
A0147,Jackets,48,Herbst,3.5610715447895895,13,40.16,42
A0147,Jackets,49,Winter,14.101382385905053,10,99.16,339
A0147,Jackets,50,Winter,7.206586019684893,8,64.56,349
A0147,Jackets,51,Winter,11.153868766295378,9,85.91,433
A0147,Jackets,52,Winter,11.404939356071049,10,126.71,85
A0147,Jackets,53,Winter,4.1468811417421865,10,37.9,390
A0148,Jackets,1,Winter,18.598391601330558,16,120.24,350
A0148,Jackets,2,Winter,9.516255992201133,12,103.69,480
A0148,Jackets,3,Winter,14.829329113796076,10,78.45,148
A0148,Jackets,4,Winter,14.524964568267288,8,64.3,111
A0148,Jackets,5,Winter,7.771170834341852,14,103.35,337
A0148,Jackets,6,Winter,17.453230379023445,11,89.9,493
A0148,Jackets,7,Winter,6.04532297743919,11,123.73,285
A0148,Jackets,8,Winter,13.234026934283664,5,70.53,406
A0148,Jackets,9,Frühling,10.27922836946746,15,108.35,498
A0148,Jackets,10,Frühling,4.646858642512759,6,106.64,326
A0148,Jackets,11,Frühling,13.852424169557956,10,117.01,86
A0148,Jackets,12,Frühling,11.36900966603364,11,82.36,429
A0148,Jackets,13,Frühling,4.106719168046836,11,26.45,141
A0148,Jackets,14,Frühling,6.308865476060224,7,81.6,98
A0148,Jackets,15,Frühling,8.866525263071626,11,46.27,105
A0148,Jackets,16,Frühling,16.74451462063816,12,24.55,248
A0148,Jackets,17,Frühling,7.186847471467136,14,96.41,121
A0148,Jackets,18,Frühling,2.9608292095412434,19,65.22,46
A0148,Jackets,19,Frühling,19.4636743532617,10,109.85,258
A0148,Jackets,20,Frühling,9.469693599727442,8,65.12,271
A0148,Jackets,21,Frühling,16.494507189781032,9,83.37,44
A0148,Jackets,22,Sommer,18.336317954976376,13,82.77,474
A0148,Jackets,23,Sommer,14.9776406821224,11,47.49,325
A0148,Jackets,24,Sommer,16.40777014711296,11,34.88,461
A0148,Jackets,25,Sommer,14.250644482902576,9,87.28,82
A0148,Jackets,26,Sommer,2.4361948037716825,6,76.3,199
A0148,Jackets,27,Sommer,19.851288297092875,8,101.89,366
A0148,Jackets,28,Sommer,10.229985333087997,10,55.72,178
A0148,Jackets,29,Sommer,8.932864259604823,8,111.4,277
A0148,Jackets,30,Sommer,18.422993313516933,6,30.59,184
A0148,Jackets,31,Sommer,19.081853548135882,11,112.73,246
A0148,Jackets,32,Sommer,17.801094758946974,9,129.33,267
A0148,Jackets,33,Sommer,3.757751812669671,7,90.48,223
A0148,Jackets,34,Sommer,2.669611713942504,13,71.36,437
A0148,Jackets,35,Sommer,10.465174433475225,11,36.99,264
A0148,Jackets,36,Herbst,7.7896544391369495,4,67.79,392
A0148,Jackets,37,Herbst,6.287249807771007,8,85.07,41
A0148,Jackets,38,Herbst,8.626979801079514,12,122.25,13
A0148,Jackets,39,Herbst,3.2833729085029946,10,51.3,73
A0148,Jackets,40,Herbst,6.524586895001595,10,79.24,349
A0148,Jackets,41,Herbst,17.253896367579223,14,54.88,191
A0148,Jackets,42,Herbst,12.576148975143624,14,24.7,59
A0148,Jackets,43,Herbst,15.043287850963722,10,38.68,102
A0148,Jackets,44,Herbst,4.008366493770541,9,128.89,71
A0148,Jackets,45,Herbst,19.716361726069163,13,92.03,436
A0148,Jackets,46,Herbst,6.184853513229541,8,86.97,400
A0148,Jackets,47,Herbst,16.0216674788819,10,53.32,150
A0148,Jackets,48,Herbst,2.532671166287271,12,105.85,126
A0148,Jackets,49,Winter,7.139139784789979,8,105.06,213
A0148,Jackets,50,Winter,2.163388964906095,13,20.95,87
A0148,Jackets,51,Winter,9.769272879464808,5,35.19,133
A0148,Jackets,52,Winter,5.870221987552128,14,80.1,496
A0148,Jackets,53,Winter,14.514545134328403,12,81.66,245
A0149,Jackets,1,Winter,15.03646182333086,13,54.84,67
A0149,Jackets,2,Winter,19.43361873202977,9,21.9,68
A0149,Jackets,3,Winter,8.924527373306901,9,32.64,351
A0149,Jackets,4,Winter,4.1889267142415685,11,86.3,212
A0149,Jackets,5,Winter,8.0929879458472,14,117.11,437
A0149,Jackets,6,Winter,2.598965515894744,8,54.61,320
A0149,Jackets,7,Winter,11.410810876855404,14,119.59,400
A0149,Jackets,8,Winter,14.065585344899402,2,65.7,270
A0149,Jackets,9,Frühling,10.158952283520723,9,24.47,238
A0149,Jackets,10,Frühling,16.12429904700828,11,93.14,329
A0149,Jackets,11,Frühling,12.529204364980657,7,69.29,440
A0149,Jackets,12,Frühling,18.383335824851766,12,114.15,77
A0149,Jackets,13,Frühling,12.4537760178182,4,34.57,210
